KIC,DPi1,dpi_e,dpi_E,q,q_e,q_E,eps_g,eps_g_e,eps_g_E,drot,drot_e,drot_E,feh,mass,mass_std
1996415,79.184,0.089185578003622,0.076974346095497,0.136,0.027212269589458,0.027442651958177,0.227,0.107281473330197,0.071403240902469,0.0,0.0,0.0,0.10037,1.12994005386227,0.0635266318498906
2011891,76.816,0.035638980694174,0.092450189696706,0.119,0.016804222395244,0.020763126331119,0.189,0.096803064711333,0.021163105896725,0.294,0.018493769353878,0.208160978194203,0.24006,1.23646227116753,0.0729553975577445
2018537,80.694,0.008360659159209,0.063812108029296,0.144,0.010672222774375,0.013869310563896,0.334,0.028755794517883,0.015997756048265,0.226,0.025989305029361,0.005660061362216,0.23949,1.33291763076727,0.0771380960109723
2141255,81.146,0.00569591720334,0.040437058762507,0.17,0.016034984449904,0.009889986107243,0.186,0.031215754697265,0.010370593306697,0.538,0.019923495975644,0.017998623817164,-0.23675,1.11602398858035,0.0629621283666882
2141436,77.753,0.010002213251099,0.017710987691274,0.136,0.007750157249427,0.013014077774219,0.141,0.023875407278749,0.006855774424463,0.345,0.00885932501241,0.009479259746107,,,
2157650,77.598,0.022505109787375,0.112343858901625,0.12,0.014588866937923,0.02834001193654,0.221,0.138383228369146,0.003103848406997,0.637,0.052478437436759,0.024132080006293,0.10563,1.31260560428805,0.073441636178147
2160910,77.491,0.064966076369785,0.027272236524084,0.142,0.005940969476032,0.019649700820032,0.116,0.066529430182202,0.067563536298062,0.455,0.005252208708997,0.017453971563271,,,
2161409,72.375,0.074936886391953,0.003228993207912,0.129,0.012601663489111,0.013393268698291,0.25,0.008769690936984,0.136440620979024,0.331,0.007349620304496,0.012100991874839,0.032841,1.4405521852363,0.0834740912114158
2161831,81.265,0.306922908624955,0.004530084052604,0.165,0.02098646786943,0.004864944574544,0.309,0.007287626769397,0.129342251805741,0.332,0.006333683791753,0.305179007140997,-0.3311,1.0243517885547,0.0569919139500381
2285827,82.283,0.050609389517419,0.109249714605568,0.141,0.018461228145443,0.00586574881253,0.172,0.095437062327703,0.038328976208785,0.396,0.031574341543356,0.022476879057409,0.22128,1.20085998873788,0.0678452725691873
2303101,84.325,0.006647214164886,0.076661425211555,0.143,0.008281940863593,0.002326379387993,0.272,0.064169033650634,0.004716851935434,0.0,0.0,0.0,0.17495,1.09424524743621,0.0601343565518723
2305992,74.609,0.062758527775458,0.107515489537676,0.129,0.022349294393521,0.043313616570726,0.057,0.136683314141938,0.135010190015302,0.0,0.0,0.0,0.022279,1.26812469618176,0.07368531096274
2422558,74.404,0.011436343108429,0.047423227337788,0.135,0.002783757054947,0.020477948785694,0.119,0.086455624728665,0.000432821907004,0.407,0.011339462022343,0.011038300251797,0.24384,1.36111189403533,0.0801596497181312
2436457,75.936,0.093255056574847,0.243726753921038,0.131,0.000553492465907,0.0355835436503,0.189,0.416950778275435,0.248823013481954,0.187,0.033267580701086,0.003852065509692,,,
2442483,76.46,0.092039171498001,0.0089754820671,0.13,0.010464997990064,0.017516922741325,0.151,0.007032223547319,0.142904323083504,0.314,0.030174806506304,0.012044452898399,-0.2113,0.999438510413699,0.0596413388084438
2447476,71.0,0.073100720648995,0.096713321771873,0.103,0.035972454454361,0.014924945599308,0.062,0.204171868811728,0.133821659773499,0.0,0.0,0.0,0.2351,1.41501105833176,0.0839689118315767
2557392,88.089,0.002355177271482,0.034211949313118,0.165,0.003001815721556,0.008182514545684,0.174,0.019977833599472,0.000447383525236,0.262,0.004576086609904,0.011306080571534,,,
2568912,80.529,0.08871335255796,0.047331079138161,0.16,0.018651328732239,0.03228751579002,0.171,0.043154406687458,0.122261812926538,0.058,0.00799908325675,0.003625344306515,-0.1435,0.964276373340491,0.0561022932348247
2578581,86.518,0.127663545767732,0.068954955742143,0.175,0.017593182880325,0.05249807488983,0.207,0.014613182495327,0.096133716072504,0.273,0.042320065595395,0.037577549218574,-0.18965,1.26008323034556,0.0722690446937966
2579661,76.472,0.129403632549071,0.067778214449902,0.136,0.023167779482366,0.027923329171675,0.166,0.064019039087678,0.159213103906857,0.3,0.020348613685208,1.79472071865083e-06,-0.10303,1.42307261161523,0.0824598898503981
2583386,87.842,0.001733524420018,0.075683400567598,0.167,0.01901572738124,0.045585225412216,0.166,0.071182178210507,0.001099512311125,0.0,0.0,0.0,0.26076,1.79274343257271,0.113822107670572
2584478,81.382,0.042682783653277,0.053783954821228,0.135,0.006949255484712,0.013136020115745,-0.347,0.041965842653006,0.043708562297772,0.254,0.00703866961356,0.015938218593597,0.075757,1.28880469572748,0.073162152126295
2692629,88.047,0.126424657006481,0.205704360728006,0.159,0.033879878689718,0.058170707871884,0.123,0.111453992393466,0.115634151955216,0.207,0.033675582219157,0.190912710206566,,,
2696732,72.788,0.011553051019291,0.01514592697832,0.126,0.011191106680674,0.009706232200814,-0.078,0.02798912461277,0.015713876723835,0.194,0.010427569524394,0.010362567255151,-0.14992,1.25907147568728,0.0733411989876708
2696739,85.923,0.018123462400155,0.079563243181866,0.18,0.008039338254381,0.016573604643345,0.184,0.057423593294838,0.012123508962546,0.0,0.0,0.0,-0.33247,1.19402682455543,0.0732627044690803
2715975,75.992,0.019933315278067,0.049025514785896,0.152,0.007251470856853,0.035867056861845,0.105,0.065837562995004,0.0111895414956,0.439,0.023277460435272,0.01918605133122,,,
2719701,81.14,0.031581712005021,0.052020787521912,0.138,0.01034915554918,0.01249322101037,0.173,0.047273644750818,0.038057447261979,0.366,0.019375177067363,0.020795054838697,,,
2833772,73.98,0.047078548511934,0.00621857823127,0.177,0.0045249376312,0.007066872998083,-0.39,0.010835681780675,0.08237260303837,0.384,0.006149341427384,0.00351182139052,,,
2835067,71.1,0.009333397767577,0.013461068495218,0.175,0.003937076600338,0.01079078616524,-0.3,0.020447259628048,0.007829066085943,0.418,0.008000686233142,0.005204236168336,-0.2394,1.27796778420554,0.0770214081843246
2835657,69.922,0.020205426279887,0.011105535721725,0.112,0.00642934213613,0.009692228537343,0.05,0.015858085941474,0.048227001128276,0.393,0.011228241972424,0.014100934659107,-0.23848,1.34392197127218,0.078038468947233
2853354,76.417,0.013797547225593,0.029048690298566,0.118,0.01086957652278,0.013355825823,0.008,0.030082578062884,0.016503482864634,0.424,0.012916893976064,0.009841950500911,,,
2970784,79.798,0.06544213357661,0.048485565897167,0.168,0.017975991029513,0.026342600611901,0.251,0.039523609201428,0.069862340258731,0.563,0.025050103962447,0.034696450158885,,,
2971432,83.558,0.078623866197631,0.048765131341909,0.139,0.010057689576331,0.019982790770354,0.217,0.026522841260726,0.063487708181992,0.0,0.0,0.0,0.13891,1.43176905425362,0.0814698029106011
2972545,80.338,0.497492152331972,0.01771065940568,0.14,0.018027062274442,0.03076966110258,0.268,0.05296109883005,0.231976891087172,0.502,0.04310577654834,0.031404048142285,-0.016454,1.46944525783569,0.0853410502928158
2974827,82.543,0.225731896280905,0.060488480007422,0.151,0.011138094509036,0.032037470206712,0.163,0.076402412201844,0.125934164244461,0.461,0.059720540260922,0.030359699027112,,,
2988295,88.953,0.036461943406479,0.046104837518911,0.186,0.005779421496793,0.012254320092065,0.235,0.023098321582491,0.024303679480252,0.0,0.0,0.0,-0.18774,1.07158250682218,0.0588698176148919
2998532,75.152,0.063381176737281,0.027451282508807,0.125,0.009943502732958,0.033277347188986,0.125,0.037254711467556,0.082609022105979,0.296,0.020879869320996,0.02668503616538,0.0095844,1.21078114864264,0.069499352827304
3096636,81.77,0.013399892067497,0.174537286946446,0.151,0.020652854754784,0.020095369116584,0.319,0.146607995815678,0.000757397585046,0.243,0.108680717255962,0.038958387771227,,,
3097819,81.644,0.202752716569179,0.021789709138702,0.129,0.003492123001253,0.014269497088667,0.128,0.044177939857355,0.049532994692362,0.265,0.007449006023312,0.259833500767638,,,
3098179,80.865,0.065938981865429,0.002490980919873,0.143,0.005500559417189,0.023743273554972,0.241,0.00161151063599,0.071364804643127,0.324,0.027523867802579,0.009050329934111,-0.2685,0.970530294144038,0.0552529265545862
3111456,86.601,0.014656764942316,0.108797113255875,0.12,0.006762178878908,0.058067547966951,0.337,0.042451376652508,0.012964837020249,0.323,0.075123421733794,0.00700464064348,,,
3111831,78.605,0.05143387592463,0.286262453668428,0.115,0.024134332752274,0.04644894179795,0.117,0.367151236370831,0.01609149428941,0.0,0.050109942906875,0.283128563135355,0.30469,1.2357265637323,0.0721541093214997
3113648,74.005,0.007312383563743,0.163967918405689,0.099,0.020083150309436,0.012850608435071,0.265,0.303799039557129,0.044377673032671,0.273,0.024397674725033,0.027165319191989,0.1992,1.16335098828606,0.0693529614479668
3115292,80.576,0.007508093418835,0.06094135642725,0.137,0.003070025047259,0.017175046633614,0.167,0.06171247420081,0.007367123749093,0.325,0.012006493808992,0.009613590050923,,,
3119555,70.461,0.010590441000332,0.134669024970094,0.111,0.025324033450098,0.025068676156795,0.311,0.28576964002124,0.038933453715336,0.0,0.0,0.0,0.11925,1.36211665948832,0.0809943724893232
3123653,74.889,0.065031802414623,0.009912459257649,0.154,0.011359330488008,0.012325493506,0.057,0.01095317826937,0.10080245442033,0.297,0.016750766703174,0.012905090162542,-0.44059,1.12224934334449,0.065202129767845
3129312,82.599,0.004001724894891,0.039788838910525,0.141,0.003166794064424,0.007780907780915,0.275,0.031959876327133,0.007982693635467,0.301,0.008900234027659,0.013964949600164,-0.010335,1.03339026739303,0.0584237175679842
3216334,75.535,0.007791612965377,0.137436278578022,0.126,0.021863747439011,0.048353150341396,0.246,0.167725560428348,0.071538707073706,0.872,0.231579827222525,0.103076621305792,,,
3218312,71.216,0.013712053139599,0.004904217583885,0.116,0.00369946285491,0.011245134468592,0.159,0.007203032241165,0.029159199243885,0.556,0.009208545064977,0.006289745066281,-0.026676,1.24462372178868,0.0738849826410088
3221086,72.986,0.137441611940588,0.025665645755552,0.115,0.025546855096467,0.024866223425641,-0.125,0.020986723653832,0.267168840264099,0.0,0.0,0.0,-0.084983,1.18469597686569,0.0699795939083244
3222834,84.404,0.11618809693222,0.013117173543307,0.153,0.015589978054496,0.027322776310358,0.34,0.006429955472293,0.099308948274307,0.435,0.035764522625997,0.028078498264697,-0.034171,1.03134153181392,0.0568060056922675
3247146,69.593,0.012027284328127,0.030685874500961,0.127,0.048990735002098,0.011622034110199,-0.46,0.0398577020028,0.009260717900617,0.0,0.0,0.0,,,
3337536,77.805,0.021010908185048,0.180886229032922,0.139,0.032121635890959,0.047273066114686,0.238,0.235385479042956,0.011442610833021,0.0,0.0,0.0,-0.36261,1.00147442603948,0.0590681279194401
3343630,73.267,0.012285494090918,0.069870548616521,0.109,0.013851266562628,0.045546188547065,0.017,0.18864276787907,0.016829274111684,0.45,0.020402493708013,9.85080541915373e-07,0.16274,1.24157801705918,0.0749844848449417
3346725,79.127,0.067804249427013,0.012333886279294,0.14,0.003145453686377,0.011539920671589,0.247,0.019777375675988,0.067221222766177,0.476,0.012032772672756,0.007525375686315,,,
3347431,70.923,0.00661817001108,0.126652974076293,0.144,0.017261853997629,0.014559118560282,0.077,0.316076439553283,0.007470692096751,0.316,0.008379784594495,0.014769116584026,-0.36091,1.12386389247429,0.0666159109641679
3426673,80.835,0.118732832428577,0.015774489897069,0.128,0.00740217420723,0.00962282151254,0.209,0.010350281053284,0.101571288208821,0.446,0.016880475525969,0.012647179968533,0.2725,1.34436812174296,0.0768856901013658
3427908,79.326,0.225646521698806,0.014958496066143,0.16,0.031344462302001,0.006051180757865,0.166,0.087618688317263,0.122199522515334,0.22,0.140022052294902,0.281046315676493,,,
3428577,80.739,0.010890247398777,0.013423977686813,0.157,0.001890810720492,0.010855091086474,0.234,0.004406572369835,0.001492607025841,0.286,0.011768587451789,0.004864445300084,,,
3430007,77.82,0.08854273341835,0.419263010876719,0.129,0.013002532545983,0.062606159029294,0.196,0.345824537031665,0.124215900819707,0.278,0.056619905248586,0.085331830641469,,,
3430674,80.268,0.070421060570752,0.016874900818309,0.153,0.016585208527336,0.019233494890057,0.205,0.019195444948413,0.090945463812158,0.551,0.016980628742589,0.011656697550987,,,
3432802,77.605,0.060982456372543,0.048560872777159,0.146,0.012783966193126,0.004067293456714,0.145,0.053111616213235,0.075296179984446,0.542,0.011918427301119,0.011946905464781,0.012192,1.32554889054275,0.0762506324568872
3439353,68.529,0.018771776679145,0.015524817419703,0.111,0.04262831200836,0.067089482258974,-0.138,0.034965469704097,0.030466044350399,0.448,0.007907331170597,0.007035142322776,-0.069706,1.3990973736802,0.0830845985953071
3441207,83.463,0.013919539930825,0.11817330884746,0.137,0.008920445676969,0.008964746474569,0.214,0.085587504801473,0.018394982320939,0.266,0.015846977396315,0.019303309001594,0.078645,1.21770789330023,0.0684619919895484
3448427,76.649,0.069678469057422,0.000775527406489,0.15,0.008531180940729,0.006281348320571,0.224,0.000752693578679,0.096330099282049,0.377,0.005172772114151,0.008977653054913,,,
3525569,82.202,0.052251700464552,0.144334253019352,0.158,0.015500232379609,0.032236974168443,0.266,0.158776331366749,0.019280775496547,0.291,0.032600247780441,0.024156984895754,,,
3526061,77.187,0.001478294555042,0.35018613227669,0.136,0.025833168942858,0.008449172887876,0.102,0.45206680119248,0.001979277922116,0.385,0.027093949372069,0.01600468779316,0.16381,1.37216693289826,0.0785824419195306
3530333,77.262,0.005371371626481,0.181460659062935,0.127,0.005654177856258,0.010073619860029,0.16,0.200761605596881,0.005513245707508,0.381,0.009510420771296,0.030878305114824,,,
3531436,79.718,0.142603082011334,0.018117873958929,0.158,0.010466566424414,0.011996917743725,0.109,0.009278726279811,0.113175136769533,0.359,0.045280562274366,0.004038104007674,-0.31118,1.36507721401365,0.0787970244747847
3531478,87.606,0.082675743800863,0.154870664884356,0.159,0.020015525194547,0.011945854853908,0.041,0.098858738493232,0.026891539462254,0.345,0.08736837386106,0.002011635004626,-0.090681,1.44982982843256,0.0829341895432927
3532085,76.982,0.022727661189407,0.011282797572164,0.153,0.008442360477144,0.01336856951453,0.117,0.023958388228231,0.021974280898876,0.411,0.016171863530552,0.012908867882035,-0.048816,1.07971027907248,0.0635213847799845
3539429,77.661,0.008507711720483,0.172396511167676,0.13,0.004395242473172,0.025471381138962,0.122,0.244249703438923,0.007996923146784,0.417,0.013616696914691,0.012912426535998,0.20781,1.17489800223817,0.0684222134030071
3546046,82.734,0.012228212099075,0.089988229955779,0.142,0.008283122826885,0.017858973204884,0.172,0.062277635902606,0.011174898147214,0.364,0.011226794245295,0.036963817043276,0.091214,1.2400534005875,0.0693689509502531
3547041,74.669,0.025975065628927,0.010646805487113,0.11,0.009381958906406,0.007131688598281,0.221,0.002163603750867,0.02725881865635,0.415,0.023933375210181,0.02495528853348,0.29921,1.30339465699002,0.0765522245494974
3547236,79.329,0.012586836597691,0.184015939889562,0.13,0.010754170350325,0.01734062537098,0.183,0.196611572885883,0.026564544148562,0.303,0.019782835077624,0.026091713512811,0.094451,1.19119852032276,0.0677048819910617
3628943,75.135,0.007173479192218,0.118305048988972,0.135,0.006773562127238,0.01543027541354,0.26,0.177072238639148,0.009006894694102,0.42,0.021611118344436,0.003846997419436,,,
3632803,81.817,0.096194075556284,0.183121204904467,0.165,0.026578895476162,0.011775164397747,0.191,0.156615757465664,0.087558254167131,0.318,0.053654882947361,0.036142730899603,,,
3642837,73.099,0.015689441905948,0.061516933443684,0.137,0.003952419862861,0.090362803623735,0.341,0.061039498236817,0.05655963005981,0.398,0.033395451012999,0.010991132188658,0.13298,1.25986639064922,0.0729669201326498
3645589,80.815,0.08457384941083,0.118794927667452,0.122,0.007195062275493,0.024744990491121,0.161,0.113306732112536,0.070738259032019,0.495,0.023349048356527,0.055250752337648,0.18796,1.22256289513451,0.0690818063786582
3647215,81.082,0.124480643394278,0.167110320888114,0.136,0.018567625540093,0.031634780132991,0.274,0.170531613174425,0.133105860578916,0.0,0.0,0.0,-0.27551,0.957713951737638,0.0548989920211488
3733028,92.51,0.109660286301605,0.209221268903235,0.13,0.000453020964508,0.043824520113032,0.17,0.045627520030274,0.079732908704361,0.312,0.008299515943921,0.260805755847247,0.064894,1.56830547250757,0.0896923987499177
3733123,72.484,0.105458646717992,0.00849836198735,0.102,0.023216915773521,0.032790179388077,-0.239,0.012192620888362,0.177859142667651,0.231,0.002677831691913,0.009062969892278,,,
3733676,77.433,0.020982565985534,0.151293917825242,0.13,0.007606258885574,0.029144840787703,-0.017,0.193900383348222,0.02493381518483,0.123,0.014159320760935,0.006387117747647,,,
3734501,76.938,0.061105079456965,0.08191968780146,0.121,0.021851741174663,0.023356522214043,0.102,0.091068511676495,0.099349521743819,0.0,0.0,0.0,,,
3735912,82.163,0.081638071168342,0.022665609539146,0.146,0.00122156290615,0.012005704353178,0.294,0.022046939227823,0.055997829865661,0.344,0.013007162987613,0.01909634068581,-0.13967,1.50754529789952,0.0887885160510363
3744043,75.972,0.039210405478755,0.01914156902474,0.145,0.011164795523291,0.022588243704556,-0.001,0.028224358371111,0.032570830725944,0.28,0.015361070082128,0.011452843084252,-0.3445,1.2409957266321,0.0731176340334211
3746005,73.763,0.000744530870236,0.135588432197963,0.123,0.014258484002298,0.103957677957865,0.059,0.155419041955243,0.001816945634796,0.141,0.033122017139506,0.017763527440891,,,
3751415,81.638,0.288083549311139,0.068251636308361,0.147,0.000200644362018,0.022644129181995,0.217,0.057155141502358,0.217450997736707,0.349,0.00542613331567,0.044007560369173,,,
3751663,72.506,0.102971080064776,0.020756473305284,0.127,0.028549368001771,0.031933085612529,0.057,0.045438832175472,0.194255095198486,0.0,0.0,0.0,,,
3756174,76.936,0.020517218953685,0.034418014614758,0.14,0.016329969663314,0.00549053495117,0.184,0.041469624580815,0.033255109465267,0.374,0.009837251629207,0.009597197254987,0.23542,1.16435958280685,0.0689668523110365
3833819,79.464,0.045499372455367,0.081294738353464,0.136,0.019998833342867,0.013937870839211,0.167,0.081036537657307,0.045334520996258,0.336,0.017479575805355,0.029684764865057,0.0034053,1.24732511296093,0.0719815309242653
3837488,75.544,0.081541795583959,0.039475061766623,0.134,0.017776781827265,0.034602807063684,-0.435,0.064923136620497,0.081648930715612,0.0,0.0,0.0,-0.40576,0.996177347565495,0.0585097150156713
3839294,77.233,0.119509837518706,0.094931366357812,0.118,0.0175842906831,0.032586369456851,0.094,0.100065528223077,0.168680615669863,0.0,0.0,0.0,-0.050623,1.1542041059974,0.0655765005651855
3842778,72.251,0.005069076578607,0.013653413611252,0.166,0.007091522881647,0.00880914944549,0.197,0.029723450136637,0.004568288498167,0.347,0.005326184193089,0.004846983407713,,,
3847096,81.187,0.105603347071153,0.470500363860694,0.143,0.027303472776443,0.03017438953197,0.268,0.26666220102423,0.002310032808103,0.341,0.118779000319882,0.044308190595762,,,
3854607,85.032,0.110836551171815,0.029738802465005,0.164,0.007864155008876,0.022471271272576,0.183,0.019255105523277,0.084717559909655,0.0,0.0,0.0,,,
3861797,81.707,0.06589018345872,0.081196357478106,0.144,0.010878503829341,0.016018184289054,0.263,0.076800321166225,0.050546303858019,0.315,0.018057756045628,0.05801562782917,-0.24071,1.00806314221354,0.0573451133272107
3942701,82.202,0.011511573493905,0.00978386348622,0.163,0.004164226559527,0.011584053120653,0.276,0.004792989411818,0.010972528308398,0.647,0.005665711426491,0.019204622213129,,,
3955033,74.573,0.026159839062117,0.005933775655421,0.175,0.016259724030905,0.010247992677065,0.433,0.007977319121419,0.039098217934522,0.778,0.007226255223799,0.01812538052509,0.17737,1.35315406678416,0.0792942749881193
3965502,73.035,0.016687562520815,0.051054527601281,0.13,0.012691361505535,0.017817861100742,0.063,0.037300246022476,0.050802696720727,0.338,0.025413028461012,0.007558992949083,-0.013607,1.48435816963219,0.0881889380076009
3970635,70.176,0.134402266016934,0.016151915679956,0.065,0.002918379611778,0.062795661975817,-0.305,0.018329464266294,0.373726987985198,0.0,0.0,0.0,-0.19643,1.17302809404411,0.070188452828163
3973247,81.287,0.031030252336564,0.074561777465633,0.135,0.006823049138411,0.024111495840845,0.082,0.063345664464343,0.028163542203185,0.394,0.014342562954332,0.026734602965826,0.090483,1.1714615444635,0.0661182777335986
4048951,77.937,0.009215957329616,0.09161937659978,0.141,0.009185950489823,0.013079079174835,0.157,0.120343414719247,0.002092299572162,0.225,0.014295509132271,0.015483159412263,-0.15913,1.1194969084694,0.0627520499282997
4056579,81.704,0.238100547777606,0.014717125044129,0.133,0.011260046824367,0.027517962320597,0.21,0.075496307343278,0.089347798571623,0.293,0.001778049052837,0.337834012973219,,,
4066074,76.556,0.053560770127248,0.009093025382441,0.144,0.006854962731052,0.008868220514478,0.334,0.00780902025584,0.08591531636075,0.367,0.004547681217222,0.006938346479327,,,
4066278,74.269,0.036920864788954,0.15917790378839,0.139,0.021817736560874,0.054134757641366,0.152,0.195637331244322,0.027584994148254,0.056,0.014061586085972,0.053486745023567,0.045228,1.48375713181185,0.0884174100233857
4074796,78.734,0.009562372686872,0.060552074234721,0.132,0.00335164503325,0.023541882401673,0.137,0.057437339117212,0.020185759706964,0.519,0.009806366957908,0.0186789338687,0.16312,1.1942796700338,0.0687820986808074
4137210,74.406,0.032359705653249,0.047962675557244,0.125,0.013911218361202,0.027155055184915,0.223,0.062968676355927,0.061569974888474,0.0,0.0,0.0,-0.36721,1.40217141703331,0.0835849829625026
4147928,85.297,0.217693283709238,0.309466769762508,0.148,0.008970119494274,0.002581675196791,0.206,0.190575515610785,0.14111219822404,0.289,0.028811658443872,0.004263047474777,,,
4147993,84.777,0.015894601419646,0.551854972049881,0.132,0.073932084871726,0.010256584717331,0.208,0.293882102507434,0.012349673999061,0.509,0.081512508114464,0.027917389711622,0.26816,1.43108977524033,0.0807822630575522
4164464,84.362,0.265101350978909,0.152422016862815,0.14,0.028472088449681,0.034060901096659,0.221,0.120965467116391,0.198516156639469,0.257,0.033458807656601,0.034590555174167,0.19277,1.16388553891945,0.066175252321428
4168909,79.287,0.074757135086017,0.12002064482445,0.12,0.008610545095501,0.01669972058386,0.177,0.116819676230626,0.084900640268442,0.257,0.014465603149741,0.023846770810175,0.2518,1.24640688014919,0.0720717020697606
4171788,72.901,0.032769196182343,0.033274801326769,0.142,0.026708421978195,0.038022447264621,0.019,0.051196947000552,0.020412037187133,0.0,0.0,0.0,-0.50917,1.25129287718057,0.0832859349842286
4172148,82.223,0.153295090958707,0.032613375676107,0.175,0.040861657977635,0.005437553110785,-0.243,0.004156103292656,0.155015831197379,0.272,0.050999942679005,0.083442784734334,,,
4174996,78.841,0.019025172183163,0.063539291352171,0.162,0.009356542305975,0.017547045611989,0.161,0.082995565889827,0.019089462744323,0.235,0.013175094036128,0.006775632240191,-0.50773,0.98682576114964,0.0533132594732764
4180064,71.71,0.199156864923779,0.017029317221912,0.139,0.037185597303864,0.037268361378153,-0.089,0.002266613646428,0.438323679915071,0.0,0.0,0.0,,,
4261269,71.167,0.024545771239204,0.026090649640764,0.111,0.01179131678345,0.010520692104139,-0.002,0.038284518498914,0.047759600194072,0.345,0.005061276081497,0.175022223819026,-0.0016229,1.52089768880469,0.0896328998468367
4262505,70.24,0.007292376582896,0.029846609521385,0.136,0.012898391791996,0.007749481180599,0.06,0.065177937471461,0.019477486577347,0.373,0.006490220130029,0.003501565558696,-0.20414,1.41697475785172,0.0837324421681316
4279009,90.096,0.425850227821798,0.312221599964914,0.16,0.026675977477185,0.201374179343769,0.196,0.078888183159352,0.168757396987065,0.0,0.0,0.0,0.083636,1.09743216390478,0.05931046716841
4280299,77.226,0.200559730280318,0.126057216449794,0.147,0.022903317005433,0.02463069802011,0.065,0.122643096303059,0.219815465917127,0.362,0.036753452561216,0.042552282431991,-0.12484,1.52442222789712,0.0893872847550811
4280424,84.952,0.050675940551557,0.230598856045972,0.123,0.015766730284287,0.027404466626449,0.262,0.206805115296962,0.039610479061197,0.343,0.128737524685337,0.058219319219087,0.31357,1.58006917474276,0.0952773842426788
4282310,81.957,0.080462123626504,0.064158640971328,0.164,0.014125907794201,0.022519946028125,0.31,0.045938963653182,0.089695617820612,0.153,0.027540498971376,0.021958089007611,-0.41324,1.12241520970188,0.0628070972555571
4348513,74.991,0.014515348751658,0.050058687894165,0.127,0.013878003063529,0.02659531641403,0.277,0.090126006472676,0.023322378189362,0.546,0.002320219382736,0.029889703721269,-0.50591,0.95182698269162,0.0572137208723323
4350501,69.406,0.093287347778926,0.010293535626047,0.085,0.015252356527209,0.026363615407629,-0.093,0.007698921479529,0.13884401342863,0.073,0.010776739798339,0.022610668087136,-0.10701,1.47015534967856,0.0867969441723845
4356490,81.354,0.149894704414152,0.023313395958994,0.127,0.000965947200406,0.015506012273606,0.051,0.000999567368012,0.139320184826851,0.263,0.015611549195094,0.016413908953311,,,
4365132,75.695,0.024054818077417,0.042560623680828,0.101,0.017128701525039,0.023950069070863,0.109,0.026304894549089,0.010958014315434,0.0,0.0,0.0,,,
4370730,82.364,0.407462888543407,0.0122800157434,0.167,0.012544761286775,0.010272363658124,0.304,0.009306193637052,0.117212557223453,0.533,0.028590758451242,0.021476411248784,-0.46504,0.875210902502231,0.0539531721019605
4376913,73.1,0.037619063367103,0.049285787287573,0.105,0.015739891314012,0.017405587984086,0.21,0.003061229481509,0.072699453250386,0.356,0.041712816043732,0.064407876911562,0.18808,1.38804750561839,0.0830352703291896
4445549,87.579,0.090841816004812,0.313109768641183,0.194,0.037212485267465,0.028431489409389,0.254,0.195539540582897,0.057072230216868,0.201,0.037415628940742,0.056323347010021,-0.39803,1.0591242158337,0.0597342324358244
