KIC,DPi1,q,eps_g,drot,incl,e_incl_pos,e_incl_neg,gehan_n_comp,gehan_dnu,gehan_numax,gehan_dpi,gehan_rot,gehan_rot_e,gehan_ncomp,rotation_flag,dpi_e,dpi_E,q_e,q_E,eps_g_e,eps_g_E,drot_e,drot_E,prime_kosts,pct_diff1,pct_diff2,pct_diff3,sing_frac,p1_frac,n1_frac
1870196,85.21,0.147,0.124,0.333,30.9,16.8,16.8,3,14.95,190.89,85,365,1.09,3,0,0.233433803203468,0.013111945918382,0.005211370638773,0.010041056827471,0.008588582586599,0.172403707628943,0.011375894790458,0.046628735470003,0.033211756762732,328.6,52.02,106.37,0.674757181872318,0.106819441877657,0.218423376250026
1719422,76.931,0.139,0.414,0.268,75.7,14.3,8,2,11.33,136.43,77.15,265,4.11,2,0,0.008664166981035,0.027016363518968,0.007080237149794,0.004200015479796,0.033258224736395,0.008082983876905,0.008878559041705,0.007039583996922,0.065881768538539,0,1111.94,496.09,0,0.691492074152845,0.308507925847155
2303101,84.325,0.143,0.272,0,19.8,8.4,19.8,1,13.79,171.07,84.2,0,3.35,1,0,0.006647214164886,0.076661425211555,0.008281940863593,0.002326379387993,0.064169033650634,0.004716851935434,0,0,0.002570330325771,0,0,0,,,
2160910,77.491,0.142,0.116,0.455,62,28,11.9,2,10.44,117.92,77,475,4.65,2,0,0.064966076369785,0.027272236524084,0.005940969476032,0.019649700820032,0.066529430182202,0.067563536298062,0.005252208708997,0.017453971563271,0.042191184093006,58.78,282.19,295.71,0.092322673870704,0.443221084375196,0.464456241754099
2285827,82.283,0.141,0.172,0.396,52,13.5,13.5,3,13.28,167.99,82.2,385,3.2,3,0,0.050609389517419,0.109249714605568,0.018461228145443,0.00586574881253,0.095437062327703,0.038328976208785,0.031574341543356,0.022476879057409,0.028562300353531,136.66,355.44,353.07,0.161695280239478,0.420554444667937,0.417750275092585
2141436,77.753,0.136,0.141,0.345,74.6,15.4,7.5,2,10.08,111.54,77.7,340,3.12,2,3,0.010002213251099,0.017710987691274,0.007750157249427,0.013014077774219,0.023875407278749,0.006855774424463,0.00885932501241,0.009479259746107,0.054613478856624,0,813.28,290.4,0,0.736880255146419,0.263119744853581
2161831,81.265,0.165,0.309,0.332,70.8,19.2,6.8,2,12.46,145.67,81.02,330,9.19,2,0,0.306922908624955,0.004530084052604,0.02098646786943,0.004864944574544,0.007287626769397,0.129342251805741,0.006333683791753,0.305179007140997,0.100050586864592,0,594.07,1206.31,0,0.329969228718382,0.670030771281618
1027337,70.243,0.077,-0.015,0,55,10.6,10.6,3,6.99,74.15,71.7,140,4.28,3,0,0.065471970313567,0.044917057809997,0.015764191723573,0.021591664541981,0.144429525951316,0.099534542721673,0,0,0.060504077867796,0,0,0,,,
2157650,77.598,0.12,0.221,0.637,24.6,10.5,24.6,1,11.39,139.01,77.2,0,4.6,1,0,0.022505109787375,0.112343858901625,0.014588866937923,0.02834001193654,0.138383228369146,0.003103848406997,0.052478437436759,0.024132080006293,0.012901991451001,2908.63,25.59,25.59,0.982708349522436,0.008645825238782,0.008645825238782
2141255,81.146,0.17,0.186,0.538,76.4,13.6,8.2,2,12.4,147.91,81.05,530,1.12,2,3,0.00569591720334,0.040437058762507,0.016034984449904,0.009889986107243,0.031215754697265,0.010370593306697,0.019923495975644,0.017998623817164,0.109074922703694,0,258.95,923.74,0,0.218950020715488,0.781049979284512
2436457,75.936,0.131,0.189,0.187,47.5,18.4,18.4,3,9.64,103.44,76,180,7.1,3,0,0.093255056574847,0.243726753921038,0.000553492465907,0.0355835436503,0.416950778275435,0.248823013481954,0.033267580701086,0.003852065509692,0.025981079535408,280.53,263.79,98.94,0.436106706463949,0.410083014644156,0.153810278891894
2305992,74.609,0.129,0.057,0,21.1,8.9,21.1,1,8.95,100.65,74.5,0,8.95,1,0,0.062758527775458,0.107515489537676,0.022349294393521,0.043313616570726,0.136683314141938,0.135010190015302,0,0,0.020887798183685,0,0,0,,,
2557392,88.089,0.165,0.174,0.262,36.3,16,36.3,1,15.76,206.06,87.7,0,8.89,1,3,0.002355177271482,0.034211949313118,0.003001815721556,0.008182514545684,0.019977833599472,0.000447383525236,0.004576086609904,0.011306080571534,0.013811556687016,77.68,1113.25,175.26,0.056858855649654,0.814857377085179,0.128283767265168
2442483,76.46,0.13,0.151,0.314,75.8,14.2,8.6,2,9.3,99.61,76.4,310,3.26,2,2,0.092039171498001,0.0089754820671,0.010464997990064,0.017516922741325,0.007032223547319,0.142904323083504,0.030174806506304,0.012044452898399,0.05611209094694,56.68,163.56,188.95,0.138517559080134,0.399716513111269,0.461765927808597
2568912,80.529,0.16,0.171,0.058,40.4,17.5,17.5,3,11.39,129.34,80.5,90,7.34,3,2,0.08871335255796,0.047331079138161,0.018651328732239,0.03228751579002,0.043154406687458,0.122261812926538,0.00799908325675,0.003625344306515,0.036668370064588,55.36,71.03,114.32,0.229986290557102,0.295085372439865,0.474928337003033
2422558,74.404,0.135,0.119,0.407,72.4,17.6,6.1,2,9.36,110.58,74.3,395,0.57,2,0,0.011436343108429,0.047423227337788,0.002783757054947,0.020477948785694,0.086455624728665,0.000432821907004,0.011339462022343,0.011038300251797,0.09102759223575,31.88,282.14,202.31,0.061743458640792,0.546433482462766,0.391823058896442
2161409,72.375,0.129,0.25,0.331,44.5,6.7,6.7,3,8.62,98.74,72.3,320,8.48,3,0,0.074936886391953,0.003228993207912,0.012601663489111,0.013393268698291,0.008769690936984,0.136440620979024,0.007349620304496,0.012100991874839,0.056508780938376,104.99,126.59,150.43,0.274835737284364,0.331378759718332,0.393785502997304
2696739,85.923,0.18,0.184,0,30.6,13.2,30.6,1,15.19,193.01,85.58,0,7.37,1,0,0.018123462400155,0.079563243181866,0.008039338254381,0.016573604643345,0.057423593294838,0.012123508962546,0,0,0.029522776488251,0,0,0,,,
2447476,71,0.103,0.062,0,27.5,11.8,27.5,1,7.91,89.46,70.9,0,5.18,1,1,0.073100720648995,0.096713321771873,0.035972454454361,0.014924945599308,0.204171868811728,0.133821659773499,0,0,0.020829609659011,0,0,0,,,
2719701,81.14,0.138,0.173,0.366,49.4,17.5,17.5,3,11.98,141.78,81.1,360,7.55,3,0,0.031581712005021,0.052020787521912,0.01034915554918,0.01249322101037,0.047273644750818,0.038057447261979,0.019375177067363,0.020795054838697,0.015222480487716,1676.67,219.08,233.71,0.787368628666422,0.102880542484949,0.109750828848628
2692629,88.047,0.159,0.123,0.207,66.9,13,13,3,16.27,208.37,87.8,225,8.87,3,0,0.126424657006481,0.205704360728006,0.033879878689718,0.058170707871884,0.111453992393466,0.115634151955216,0.033675582219157,0.190912710206566,0.032762992291774,66.89,126.85,130.32,0.206412392766772,0.391439856816639,0.40214775041659
2715975,75.992,0.152,0.105,0.439,70.6,19.4,8.7,2,9.37,103.15,75.9,425,7.37,2,2,0.019933315278067,0.049025514785896,0.007251470856853,0.035867056861845,0.065837562995004,0.0111895414956,0.023277460435272,0.01918605133122,0.042800643367822,26.19,71.11,96.47,0.135160241523456,0.366981472880219,0.497858285596326
2584478,81.382,0.135,-0.347,0.254,75.8,14.2,8.8,2,13.96,180.33,81.4,230,3.33,2,3,0.042682783653277,0.053783954821228,0.006949255484712,0.013136020115745,0.041965842653006,0.043708562297772,0.00703866961356,0.015938218593597,0.075415250808028,0,192.98,369.86,0,0.342868310709971,0.657131689290029
2578581,86.518,0.175,0.207,0.273,74.8,15.2,5.9,2,15.99,207.61,86.3,330,3.82,2,0,0.127663545767732,0.068954955742143,0.017593182880325,0.05249807488983,0.014613182495327,0.096133716072504,0.042320065595395,0.037577549218574,0.072889799264357,0,299.75,672.51,0,0.30830230596754,0.69169769403246
2579661,76.472,0.136,0.166,0.3,77.4,12.6,6.2,2,11.21,138.7,76.3,295,4.2,2,3,0.129403632549071,0.067778214449902,0.023167779482366,0.027923329171675,0.064019039087678,0.159213103906857,0.020348613685208,1.79472071865083E-06,0.11651050888073,0,651.5,979.21,0,0.399519227821011,0.60048077217899
2833772,73.98,0.177,-0.39,0.384,76.9,13.1,6.2,2,9.13,100.52,73.7,390,5.78,2,2,0.047078548511934,0.00621857823127,0.0045249376312,0.007066872998083,0.010835681780675,0.08237260303837,0.006149341427384,0.00351182139052,0.055701429181961,0,509.81,228.1,0,0.690883712105812,0.309116287894188
2696732,72.788,0.126,-0.078,0.194,53.8,18,18,3,8.38,90.85,72.6,190,2.9,3,2,0.011553051019291,0.01514592697832,0.011191106680674,0.009706232200814,0.02798912461277,0.015713876723835,0.010427569524394,0.010362567255151,0.034874256743467,286.63,196.74,141.13,0.458975180144115,0.315036028823058,0.225988791032826
2583386,87.842,0.167,0.166,0,65.2,24.8,6.9,2,6.4,72.48,88.5,300,8.59,2,3,0.001733524420018,0.075683400567598,0.01901572738124,0.045585225412216,0.071182178210507,0.001099512311125,0,0,0.045686953797548,0,0,0,,,
2970784,79.798,0.168,0.251,0.563,76.8,13.2,5.5,2,11.76,136.09,79.8,560,4.82,2,2,0.06544213357661,0.048485565897167,0.017975991029513,0.026342600611901,0.039523609201428,0.069862340258731,0.025050103962447,0.034696450158885,0.090170031340232,0,393.58,403.44,0,0.493814458859251,0.506185541140749
2974827,82.543,0.151,0.163,0.461,44.4,15.8,15.8,3,12.68,147.42,82.5,450,5.8,3,0,0.225731896280905,0.060488480007422,0.011138094509036,0.032037470206712,0.076402412201844,0.125934164244461,0.059720540260922,0.030359699027112,0.012189437207035,1584.9,127.27,47.54,0.900659767802649,0.072324417091453,0.027015815105898
2853354,76.417,0.118,0.008,0.424,68.2,7.5,7.5,3,10.35,125.35,76.3,410,2.54,3,0,0.013797547225593,0.029048690298566,0.01086957652278,0.013355825823,0.030082578062884,0.016503482864634,0.012916893976064,0.009841950500911,0.117756039695241,32.15,247.7,695.84,0.032951039776978,0.253871619059332,0.713177341163689
2971432,83.558,0.139,0.217,0,23,9.8,23,1,13.77,182.47,83.5,0,5.2,1,1,0.078623866197631,0.048765131341909,0.010057689576331,0.019982790770354,0.026522841260726,0.063487708181992,0,0,0.010749961963142,0,0,0,,,
2835067,71.1,0.175,-0.3,0.418,59.1,7,7,3,7.65,81.88,71.1,165,7.22,3,2,0.009333397767577,0.013461068495218,0.003937076600338,0.01079078616524,0.020447259628048,0.007829066085943,0.008000686233142,0.005204236168336,0.053187965952608,50.32,202.14,114.12,0.137268808991216,0.551421245021551,0.311309945987233
2835657,69.922,0.112,0.05,0.393,31.9,13.8,31.9,1,7.86,85.97,69.9,0,9.22,1,0,0.020205426279887,0.011105535721725,0.00642934213613,0.009692228537343,0.015858085941474,0.048227001128276,0.011228241972424,0.014100934659107,0.027984352956796,1116.57,42.86,100.9,0.885934636166718,0.034006966429427,0.080058397403855
2449558,74.498,0.113,0.188,0,27.3,11.7,27.3,1,7.62,90.75,74.5,0,7.56,1,2,0.060483509594249,0.046962386025626,0.016680756780015,0.03623096852824,0.057102663647168,0.161642860846468,0,0,0.093549439437242,0,0,0,,,
2988295,88.953,0.186,0.235,0,24.8,10.6,24.8,1,16.84,211.37,88.5,0,3.11,1,0,0.036461943406479,0.046104837518911,0.005779421496793,0.012254320092065,0.023098321582491,0.024303679480252,0,0,0.023612114709083,0,0,0,,,
3097819,81.644,0.129,0.128,0.265,55,13.7,13.7,3,12.7,161.08,81.4,250,5.22,3,0,0.202752716569179,0.021789709138702,0.003492123001253,0.014269497088667,0.044177939857355,0.049532994692362,0.007449006023312,0.259833500767638,0.053343377817124,43.9,646.14,416.63,0.039668555215195,0.583859687169617,0.376471757615188
3096636,81.77,0.151,0.319,0.243,28.9,12.5,28.9,1,12.78,153.34,81.8,0,10.05,1,3,0.013399892067497,0.174537286946446,0.020652854754784,0.020095369116584,0.146607995815678,0.000757397585046,0.108680717255962,0.038958387771227,0.01616401104233,786.41,10.92,46.36,0.932107764700305,0.012943142623476,0.05494909267622
2972545,80.338,0.14,0.268,0.502,23,9.8,23,1,10.78,134.23,80.3,0,10.3,1,0,0.497492152331972,0.01771065940568,0.018027062274442,0.03076966110258,0.05296109883005,0.231976891087172,0.04310577654834,0.031404048142285,0.032368102499351,1296.95,59.09,106.52,0.886767038617219,0.040401761295263,0.072831200087518
3109742,71.983,0.107,0.273,0,34.5,15.1,34.5,1,9.16,101.27,71.82,0,9.3,1,2,0.079770748306046,0.035213605447609,0.020383689515569,0.013374075671691,0.043893717506824,0.076989308536773,0,0,0.111481806656741,0,0,0,,,
3111456,86.601,0.12,0.337,0.323,33.5,14.6,33.5,1,15.52,199.73,87,0,6.2,1,3,0.014656764942316,0.108797113255875,0.006762178878908,0.058067547966951,0.042451376652508,0.012964837020249,0.075123421733794,0.00700464064348,0.015736256990127,405.82,41.61,41.61,0.829829870767217,0.085085064616391,0.085085064616391
3098179,80.865,0.143,0.241,0.324,39.9,17.3,17.3,3,11.99,137.84,80.8,330,4.8,3,0,0.065938981865429,0.002490980919873,0.005500559417189,0.023743273554972,0.00161151063599,0.071364804643127,0.027523867802579,0.009050329934111,0.018717671227148,1478.13,163.8,115.23,0.841203988253773,0.093218602745339,0.065577409000888
2998532,75.152,0.125,0.125,0.296,73.9,16.1,6,2,9.36,105.02,74.8,290,4.82,2,0,0.063381176737281,0.027451282508807,0.009943502732958,0.033277347188986,0.037254711467556,0.082609022105979,0.020879869320996,0.02668503616538,0.051337384089768,16.58,169.63,158.76,0.048062150331913,0.491723918021857,0.46021393164623
2972876,91.097,0.133,0.311,0,53.7,11.6,11.6,3,7.82,97.18,90.5,380,8.89,3,2,0.037619276469229,0.092109478765067,0.014483765407907,0.018737584214613,0.087547542327396,0.038998287652561,0,0,0.054292563459088,0,0,0,,,
3115292,80.576,0.137,0.167,0.325,76.8,13.2,6.7,2,12.35,150.62,80.4,320,6.76,2,0,0.007508093418835,0.06094135642725,0.003070025047259,0.017175046633614,0.06171247420081,0.007367123749093,0.012006493808992,0.009613590050923,0.124532721663184,0,1690.31,1699.56,0,0.498635640894784,0.501364359105216
3111831,78.605,0.115,0.117,0,28.4,12.2,28.4,1,10.41,123.17,78.6,0,10.73,1,2,0.05143387592463,0.286262453668428,0.024134332752274,0.04644894179795,0.367151236370831,0.01609149428941,0.050109942906875,0.283128563135355,0.081216926053273,0,0,0,,,
3113648,74.005,0.099,0.265,0.273,65.4,15.4,15.4,3,8.11,86.97,72.4,115,5.46,3,0,0.007312383563743,0.163967918405689,0.020083150309436,0.012850608435071,0.303799039557129,0.044377673032671,0.024397674725033,0.027165319191989,0.079374990317972,55.22,271.93,274.62,0.091762633564319,0.451883610017116,0.456353756418565
3222834,84.404,0.153,0.34,0.435,69.7,10.3,10.3,3,13.96,170.12,84.5,410,2.11,3,0,0.11618809693222,0.013117173543307,0.015589978054496,0.027322776310358,0.006429955472293,0.099308948274307,0.035764522625997,0.028078498264697,0.034115975582408,24.23,618.06,312.3,0.02538262500131,0.647461213714789,0.327156161283902
3216334,75.535,0.126,0.246,0.872,40,17.9,40,1,9.93,117.88,75.4,0,6.85,1,3,0.007791612965377,0.137436278578022,0.021863747439011,0.048353150341396,0.167725560428348,0.071538707073706,0.231579827222525,0.103076621305792,0.015466003362161,1084.17,18.1,0,0.983579340814864,0.016420659185136,0
3129312,82.599,0.141,0.275,0.301,75.3,14.7,10.3,2,12.69,150.18,82.6,300,4.49,2,0,0.004001724894891,0.039788838910525,0.003166794064424,0.007780907780915,0.031959876327133,0.007982693635467,0.008900234027659,0.013964949600164,0.065459439386062,125.5,747.99,437.13,0.095756206986007,0.570714623613252,0.333529169400742
3123653,74.889,0.154,0.057,0.297,62.8,27.2,12.4,2,9.16,97.3,74.7,305,1.45,2,0,0.065031802414623,0.009912459257649,0.011359330488008,0.012325493506,0.01095317826937,0.10080245442033,0.016750766703174,0.012905090162542,0.075886605671561,14,341.1,567.85,0.015168752370118,0.369575816674793,0.61525543095509
3119555,70.461,0.111,0.311,0,28.9,12.5,28.9,1,7.7,84.02,70.4,0,5.92,1,3,0.010590441000332,0.134669024970094,0.025324033450098,0.025068676156795,0.28576964002124,0.038933453715336,0,0,0.014217746214831,0,0,0,,,
3247146,69.593,0.127,-0.46,0,40.5,18.1,40.5,1,6.7,65.36,68.8,0,8.7,1,2,0.012027284328127,0.030685874500961,0.048990735002098,0.011622034110199,0.0398577020028,0.009260717900617,0,0,0.029885072666692,0,0,0,,,
3221086,72.986,0.115,-0.125,0,29.5,12.7,29.5,1,7.9,84.02,72.8,0,6.28,1,1,0.137441611940588,0.025665645755552,0.025546855096467,0.024866223425641,0.020986723653832,0.267168840264099,0,0,0.026810497557709,0,0,0,,,
3346725,79.127,0.14,0.247,0.476,77.9,12.1,5.8,2,11.44,136.46,78.7,415,7.48,2,2,0.067804249427013,0.012333886279294,0.003145453686377,0.011539920671589,0.019777375675988,0.067221222766177,0.012032772672756,0.007525375686315,0.106302863915443,9.77,544.42,895.27,0.006740441267782,0.375601948311785,0.617657610420432
3337536,77.805,0.139,0.238,0,20.8,8.8,20.8,1,10.21,111.06,77.7,0,3.24,1,1,0.021010908185048,0.180886229032922,0.032121635890959,0.047273066114686,0.235385479042956,0.011442610833021,0,0,0.031078837798672,0,0,0,,,
3218312,71.216,0.116,0.159,0.556,66.6,11.9,11.9,2,7.47,78.39,70.6,280,5.31,2,2,0.013712053139599,0.004904217583885,0.00369946285491,0.011245134468592,0.007203032241165,0.029159199243885,0.009208545064977,0.006289745066281,0.035118888869835,436.69,42.16,70.38,0.795094951113377,0.076762012271726,0.128143036614897
3343630,73.267,0.109,0.017,0.45,31.1,13.5,31.1,1,8,87.58,73.1,0,2.8,1,0,0.012285494090918,0.069870548616521,0.013851266562628,0.045546188547065,0.18864276787907,0.016829274111684,0.020402493708013,9.85080541915373E-07,0.061484756583418,426.36,124.68,220.9,0.552322719382335,0.161515143664015,0.286162136953649
3428577,80.739,0.157,0.234,0.286,75.5,14.5,7.8,2,12.04,137.3,80.45,285,4.34,2,3,0.010890247398777,0.013423977686813,0.001890810720492,0.010855091086474,0.004406572369835,0.001492607025841,0.011768587451789,0.004864445300084,0.105840922788234,2.75,888.52,1402.63,0.001198831684032,0.387340337416627,0.611460830899342
3427908,79.326,0.16,0.166,0.22,70.2,19.8,9.2,2,11.58,136.95,79.2,230,6.02,2,0,0.225646521698806,0.014958496066143,0.031344462302001,0.006051180757865,0.087618688317263,0.122199522515334,0.140022052294902,0.281046315676493,0.128991264155206,0,798.54,906.69,0,0.468288735243926,0.531711264756074
3426673,80.835,0.128,0.209,0.446,76.4,13.6,8.1,2,13.56,176.36,83.1,190,6.17,2,3,0.118732832428577,0.015774489897069,0.00740217420723,0.00962282151254,0.010350281053284,0.101571288208821,0.016880475525969,0.012647179968533,0.045785739545722,0,886.07,236.61,0,0.789245377133288,0.210754622866712
3430007,77.82,0.129,0.196,0.278,31.3,13.6,31.3,1,10.3,115.71,77.8,0,7.22,1,2,0.08854273341835,0.419263010876719,0.013002532545983,0.062606159029294,0.345824537031665,0.124215900819707,0.056619905248586,0.085331830641469,0.029968809391923,1192.23,71.72,108.07,0.868959636156907,0.052273290476815,0.078767073366278
3430674,80.268,0.153,0.205,0.551,68.7,21.3,11.6,2,11.3,131.17,80.2,540,6.04,2,0,0.070421060570752,0.016874900818309,0.016585208527336,0.019233494890057,0.019195444948413,0.090945463812158,0.016980628742589,0.011656697550987,0.059610893531912,0,445.13,492.79,0,0.474592715796656,0.525407284203344
3441207,83.463,0.137,0.214,0.266,73.3,16.7,9.7,2,14.27,182.68,83.4,270,4.3,2,0,0.013919539930825,0.11817330884746,0.008920445676969,0.008964746474569,0.085587504801473,0.018394982320939,0.015846977396315,0.019303309001594,0.039419153843969,42.93,741.78,414.45,0.03580006004203,0.618583008105674,0.345616931852297
3347431,70.923,0.144,0.077,0.316,35.8,15.7,35.8,1,6.92,68.71,71.4,0,10.72,1,2,0.00661817001108,0.126652974076293,0.017261853997629,0.014559118560282,0.316076439553283,0.007470692096751,0.008379784594495,0.014769116584026,0.154645827350154,80.04,227.72,566.81,0.091519260893925,0.260379386441337,0.648101352664738
3525569,82.202,0.158,0.266,0.291,71.1,18.9,8.2,2,12.9,153.32,82.2,325,11.23,2,3,0.052251700464552,0.144334253019352,0.015500232379609,0.032236974168443,0.158776331366749,0.019280775496547,0.032600247780441,0.024156984895754,0.136142014006897,0,3582.77,3871.63,0,0.480624865851041,0.519375134148959
3432802,77.605,0.146,0.145,0.542,75,15.1,6,2,11.58,143.65,77.8,260,11.64,2,0,0.060982456372543,0.048560872777159,0.012783966193126,0.004067293456714,0.053111616213235,0.075296179984446,0.011918427301119,0.011946905464781,0.036779947367823,728.23,89.73,156.6,0.747239780003283,0.092072319816122,0.160687900180594
3530333,77.262,0.127,0.16,0.381,25.4,10.8,25.4,1,11.08,134.18,77.1,0,12.02,1,0,0.005371371626481,0.181460659062935,0.005654177856258,0.010073619860029,0.200761605596881,0.005513245707508,0.009510420771296,0.030878305114824,0.019804446945126,1239.1,95.19,39.12,0.90220691563335,0.069309237591105,0.028483846775544
3448427,76.649,0.15,0.224,0.377,70.4,19.6,6.6,2,9.8,109.29,76.5,370,5.49,2,0,0.069678469057422,0.000775527406489,0.008531180940729,0.006281348320571,0.000752693578679,0.096330099282049,0.005172772114151,0.008977653054913,0.101683296764445,0,660.55,638.13,0,0.508631841562202,0.491368158437798
3526061,77.187,0.136,0.102,0.385,63.9,11.4,11.4,3,10.74,128.74,77.1,375,3.95,3,2,0.001478294555042,0.35018613227669,0.025833168942858,0.008449172887876,0.45206680119248,0.001979277922116,0.027093949372069,0.01600468779316,0.088381856909366,124.27,268.64,236.86,0.197326007907649,0.426568429744192,0.376105562348159
3531478,87.606,0.159,0.041,0.345,41.2,9.3,9.3,3,17.35,232.26,87.2,295,0.46,3,0,0.082675743800863,0.154870664884356,0.020015525194547,0.011945854853908,0.098858738493232,0.026891539462254,0.08736837386106,0.002011635004626,0.035900106237819,113.19,109.34,104.97,0.345618320610687,0.333862595419847,0.320519083969466
3439353,68.529,0.111,-0.138,0.448,59.6,9.9,9.9,3,7.63,84.37,69.2,370,5.38,3,2,0.018771776679145,0.015524817419703,0.04262831200836,0.067089482258974,0.034965469704097,0.030466044350399,0.007907331170597,0.007035142322776,0.140727381463781,8.42,44.65,126.52,0.046884570410379,0.248621860905396,0.704493568684225
3531436,79.718,0.158,0.109,0.359,65.8,24.2,9.7,2,13.69,176.58,79.6,170,4.35,2,0,0.142603082011334,0.018117873958929,0.010466566424414,0.011996917743725,0.009278726279811,0.113175136769533,0.045280562274366,0.004038104007674,0.026166869419208,990.18,270.61,165.57,0.694200622563729,0.189720687624443,0.116078689811829
3539429,77.661,0.13,0.122,0.417,76,14.1,8.4,2,9.92,113.35,77.6,420,5.26,2,0,0.008507711720483,0.172396511167676,0.004395242473172,0.025471381138962,0.244249703438923,0.007996923146784,0.013616696914691,0.012912426535998,0.073380673624006,29.15,217.97,376.65,0.046731968514036,0.349439697324334,0.60382833416163
3532085,76.982,0.153,0.117,0.411,66.7,12.4,12.4,3,9.53,104.72,76.8,405,4.65,3,0,0.022727661189407,0.011282797572164,0.008442360477144,0.01336856951453,0.023958388228231,0.021974280898876,0.016171863530552,0.012908867882035,0.082542572191983,5.28,193.69,298.79,0.010607521697204,0.389123272259724,0.600269206043073
3546046,82.734,0.142,0.172,0.364,44.4,10.9,10.9,3,14.02,178.92,82.6,365,3.07,3,0,0.012228212099075,0.089988229955779,0.008283122826885,0.017858973204884,0.062277635902606,0.011174898147214,0.011226794245295,0.036963817043276,0.029764011114127,915.82,259.37,259.37,0.638397836270355,0.180801081864823,0.180801081864823
3547236,79.329,0.13,0.183,0.303,42,14.9,14.9,3,11.49,136.84,79.2,300,5.77,3,0,0.012586836597691,0.184015939889562,0.010754170350325,0.01734062537098,0.196611572885883,0.026564544148562,0.019782835077624,0.026091713512811,0.015269697419013,596.68,63.81,50.31,0.839448508722566,0.089772087788408,0.070779403489027
3632803,81.817,0.165,0.191,0.318,72.7,17.3,7.7,2,12.69,161.06,81.8,315,6.44,2,3,0.096194075556284,0.183121204904467,0.026578895476162,0.011775164397747,0.156615757465664,0.087558254167131,0.053654882947361,0.036142730899603,0.088212920437354,26.23,591.53,742.79,0.019278968064386,0.434772702216016,0.545948329719599
